,shopid,itemid,rating_star,cmt,Sentiment
3886,4937640,19347989,3, Product quality is ok,G
3887,4149345,71921841,5,Good quality. Better than i expected. ,G
3888,4937640,319505836,4,"Because it was folded, the hat is out of shape idk how to make it to it original shape☹️",B
3890,4149345,13431702,5,Abit shaky but still can use,G
3897,4937640,24095270,5, Excellent Item Quality,G
3904,4937640,24095270,5,LSeller is kind and helpful to enquire about the purchase when the goods didn't arrive early. ,G
3909,4149345,104216315,3,Delivery is slow but fair enough for an overseas order. I'm not happy is that the product is different from what is shown in the product description. I chose this bag as it shows I can get my earphone wires out from the bag from the little hole on the surface. However my bag doesn't have the hole.,G
3911,4149345,21422274,5,Is good and nicely packed... ,G
3918,4149345,15736889,5,Great product!! ,G
3919,4149345,16427399,1,Don't work with a less than 5 years old Mitsubishi at all. Tried on different ocassions n went through at least 3 cycles of auto n manual code input each time. Dont know if the remote is faulty or not compatible.,B
3920,4937640,24095331,3, Product quality is ok,G
3923,4937640,194718064,5,Good service by seller & fast delivery as compared to my expectations. Will make purchase from seller again😊,G
3925,4149345,15251430,1, Very poor delivery speed Very poor delivery speed Very poor delivery speed,B
3926,4937640,35279652,3,Products seems to be of not high quality but what you pay is what you get,G
3927,4149345,15251326,0,"@waithenggg dear , It normally takes 5-10 days to arrive your address , but sometimes maybe a little delay because of the problem of the weather , the Customs or your address , you can contact with me in chats when you have not received your order for a",N
3928,4149345,16427659,5, Good value for money. Basic frothing action.,G
3934,4149345,29999597,1, Very poor service by seller Very poor product quality,B
3936,4937640,18985343,4,Nice,G
3937,4937640,35279677,1,Too little volume ,B
3939,4937640,17704793,4," Great Value,  Great Overall Service",G
3945,4149345,19333718,1,Got pink color of all colors,B
3946,4937640,26495797,4,color pay off isn't that great when using a brush but service by seller is great. fast delivery! ,G
3948,4149345,13433823,0,I am just asking please the day u send my item is it together with this mini camera??bcoz today i recieve only one!!!and i paid the shipping fee of this camera.i didnt even use the free shipping!!!!!!,N
3951,4937640,18984825,4," Great Value,  Great Overall Service",G
3953,4937640,18986068,4,"Great Value,  Great Overall Service",G
3956,4937640,18982022,5,Pencil draws on easily and is v creamy. Comes with an incoporated sharpener on the cap. Like it. ,G
3957,4937640,17705522,1,"The colour is super duper duper off from this. The application is horrible, it sticks on your lips and the worse part is it won't even come off(In a bad way) even using soap cannot rub it off? 
It is super hard to apply this decent enough to take a photo ",B
3958,4149345,19341972,5,Good but very bulky,N
3960,4937640,18983179,3,Not bad! But I find it really suspicious that the colour does not come off even when I rub it ,G
3962,4937640,22564156,1,Havent received the product yet till now. Its been two weeks,B
3963,4149345,17708822,5,👍🏾,N
3964,4937640,19379090,4,"Great Value,  Great Overall Service",G
3970,4937640,22564347,4, Great Item Quality,G
3971,4937640,18983652,2,"Wow, the tip of this eyeliner is so so sharp that it hurts when I try to apply it!!!! And the staying power of this waterproof eyeliner is ridiculous. Wipe with water and it's gone? How Issit waterproof? ",B
3975,4149345,13431842,5,Love the product. The audio is quite soft tho. But works for me.,G
3976,4149345,42089916,3, Product quality is ok Delivery time as expected,G
3977,4149345,47585041,3,Back of container chipped!! ,G
3980,4149345,46575096,4,Highlighters are good although some are a little dried up but most in good condition ,G
3983,4937640,17704724,5,Items received in perfect condition. Order on 26 may and received on 31 may. Delivery was quite fast as well. Really love it. Thanks seller. ,G
3984,4937640,26495143,5,Is quite decent! But smaller than it actually looks ,G
3988,4149345,319400931,5,Good price,G
3991,4937640,104771942,3,Delivery time as expected,G
4001,4149345,95360707,0,"@ryanyap8 dear, the ball Diameter is 7cm",N
4002,4149345,14480391,5,"Great, Excellent, Perfect.. ",G
4007,4149345,15737350,5,"Excellent, perfect, great..",G
4009,4149345,17708260,5,Arrived earlier thn expected! Thank you! ,G
4016,4937640,17701415,0,"@shahmar hi, have u tried the eyeshadow? Is it good?",N
4017,4149345,13432637,5,"Excellent customer service, highly recommended!",G
4019,4149345,46509051,5,I love it! Now I can keep baby stuff more safely. Thank you so much,G
4022,4937640,17703287,3, Product quality is ok,G
4024,4149345,49780200,0,Hi How long is the delivery.,N
4029,4149345,14483175,1,No pts to support u aga. 2nd times my items spoilt asked for resend to me but seller asked me asked for refund.no icon click request or refund.,B
4030,4149345,57201880,0,👌,N
4032,4149345,57906487,5,2nd time purchase .. ,G
4034,4937640,16803841,0,"Got  cash on delivery service with delivery charge.
Thks",N
4042,4149345,15719776,4,Not bad. Have not tried using while lying down.,N
4045,4937640,18981088,5,Brush received as described. Bristles are quite stiff which is ideal for filling in your brows/lining your eyes. Good quality for the price. Item was also received in 9 days. Overall very satisfied with my purchase! :),G
4051,4149345,13426911,5,Item was well wrapped.. received in perfect condition.. thanks! 😄👍,G
4058,4149345,14477372,5,super soft . worth the money,G
4063,4937640,19379090,5,Good quality! High recommended :),G
4064,4937640,100428100,5, Excellent service by seller,G
4067,4149345,15736580,5,Item delivered fast,G
4073,4937640,26495143,5,Item is made of good and sturdy material. Easy to assemble and clean. Very impressed with the quality for its low price. Delivered in 9 days :),G
4074,4149345,16743040,4,Haven't open yet. But look like fragile toy and Packing need to improve. ,B
4077,4149345,13432519,5,"This speaker is really reasonably priced, have not test if it is waterproof. Satisfied with the speaker quality and buttons are all working well, however the colour wasn't true to photos, its more of a highlighter yellow than a pastel yellow as shown in product image, but its ok! Overall good! Ty!😊",N
4079,4937640,18980338,5,Soft flexible material. Makes it much easier to have near and even eyebrows. Used with both pencil and powder eyebrow products.,G
4081,4937640,18986250,5,Easy to use,G
4083,4149345,46575096,3,Only receive 2 pcs sadly.,G
4084,4149345,49790599,4,Cap very thin. Packing need to improve. ,B
4086,4937640,104304937,0,instock?,N
4087,4937640,40486732,5,"Great for storing all my bullet lipsticks. Though there were some minor scratches but not obvious at all. Item was well packaged in a box too. For its price, I can't complain :)",G
4094,4937640,17701309,1,containers cracked. glitter came spilled everywhere. ,B
4095,4937640,40486732,3, Product quality is ok. Item broke during shipping process but still usable. ,G
4098,4149345,29995210,0,"Hi, is the listing for 3 PC mould: top/btm/insert (what is the insert for?)",N
4101,4937640,19377681,5,Good Quality,G
4102,4149345,17708500,3,"Charger wasn't really good  .Hard to push in to my phone  but for this price I guess is fine ?¿
and it's slightly dirty ",G
4103,4937640,96833096,2,"Disappointed that the bristles of the brush are frayed when received - as seen in my photo :( In my opinion, item differs from stock pictures. Would try to make it work but probably wouldn't recommend this :(",B
4104,4149345,16742835,4,Buy le cannot use on android box. Need test further on laptop. ,B
4105,4937640,19379090,5,Good!,G
4106,4937640,103150366,0,Hi I am interested to buy this item . But what is the Colour of it ? Regards,N
4108,4149345,13433484,5,Very Nice and Understanding Seller.,G
4112,4149345,49790487,5, Excellent service by seller,G
4114,4937640,269357460,1,Incomplete set. Missing one pic,B
4117,4149345,46575093,3,"What I have received is kind of different from what is shown in the picture. The picture shown that the tape color are dark but what I receive , it was light in colour . 
And the point of me getting this is because I thought it's dark in colour (shown in seller's pic)",G
4122,4149345,13432277,5,"Quality Excellent Item Quality Excellent Value  Excellent Delivery Speed

Hello there. I did not receive the package in full as the receiver is missing. How am I gonna connect it to my CPU? Kindly advice. ",G
4123,4149345,13431842,5, Excellent service by seller thank u as always,G
4126,4149345,21422257,5,Super small cup for liquor shot,G
4131,4937640,44467110,3, Product quality is ok not sure how it would actually work and it has a funny smell! Doesn't come with instructions or ingredient list,G
4133,4937640,314835368,2,One of the piece is not correct,B
4135,4149345,14486824,3, Product quality is ok,G
4136,4937640,127979848,1,Poor product quality it flakes after application and is extremely drying,B
4138,4937640,35279645,1,The seller only sent one item!,B
4139,4937640,127979848,1,"Color is not true to picture, more pinkish than expected ",B
4140,4937640,155662635,1,This product is missing!,B
4148,4149345,14480472,5,cool hubbi lyk it^^,G
4153,4149345,14479774,5,Quality is good considering it is $0.85 !,G
4154,4149345,15736397,2, Poor product quality. Got scratches in the screen. ,B
4155,4937640,24095270,0,"@klpoh sorry for the trouble, it may be caused by the shipment, if there is any problem, please contact us online~",N
4158,4149345,111879876,5,Extremely slow delivery ,B
4159,4149345,238830183,3, Product quality is ok. Delivery time as expected.,G
4160,4149345,13433352,5,Find the item very useful. Tks,G
4164,4149345,29999591,5,Petite size :),G
4166,4937640,18981088,5,"Full sized brush, no smell and soft brush",G
4172,4937640,43305088,5,Order on 1st March received on 10th March.. It's reach me 10 days earlier than the communicated date...  Excellent service by seller. Fast response on my queries..,G
4174,4149345,14482801,2, Poor delivery speed,B
4175,4937640,19379045,3,The stopper will move around when swirling the brush on the cleaner. Make it more difficult to clean ,G
4177,4937640,44467110,5, Excellent service by seller,G
4179,4937640,46524199,5,Order on 1st March received on 10th March.. It's reach me 10 days earlier than the communicated date...  Excellent service by seller. Fast response on my queries..,G
4180,4937640,18985343,2, Poor product quality,B
4181,4937640,24088081,2,"Product bended and opened upon received, tried it personally,  more of oval than circle shape",B
4182,4149345,26967166,5,Nice cheap box,G
4183,4937640,16811855,5,trustable :) brush hairs are super soft and good quality ! ,G
4184,4149345,15247459,5,Super soft! ,G
4186,4149345,14482633,5,"Received in good condition, but take about 2 weeks to receive it",G
4187,4937640,18985848,2, Poor product quality,B
4188,4937640,97192230,5,Same as photo shown,G
4189,4149345,26966797,5, Excellent Item Quality Excellent Item Quality Excellent Value Excellent Delivery Speed Excellent Overall Service Excellent Delivery Speed,G
4190,4937640,19379090,5,trustable and good quality !,G
4194,4937640,95772845,5,Order on 1st March received on 10th March.. It's reach me 10 days earlier than the communicated date...  Excellent service by seller. Fast response on my queries..,G
4197,4149345,15247441,0,How long does shipping Take?,N
4201,4937640,104304937,0,@prettypls dear this item is ready stock ,N
4202,4149345,57201880,0,fast delivery good saller,N
4203,4149345,14479774,5, Good value for money,G
4204,4937640,127979848,5,Excellent service and product :),G
4205,4149345,188622979,1," Very poor product quality 
The product cannot spin after I placed new batteries and the cover will leak out drink after I cover my cup
Very bad product and delivery with the box crushed ",B
4206,4149345,14479774,0,I want this,N
4208,4149345,49790527,5, Good value for money,G
4216,4149345,17707091,5, Good value for money,G
4218,4937640,313647455,5,Items come with good condition.,G
4224,4149345,26966525,5, Good value for money,G
4227,4149345,46575106,5,Very good quality!!!  Very true to picture ,G
4228,4149345,49770524,5, Good value for money Good value for money,G
4230,4149345,16742034,4,there's a few manufacturing defects but overall still a good purchase!! ,G
4232,4149345,13433823,0,Helllllooooooo,N
4234,4149345,15736347,4,"asked for champagne colour, received purple. no confirmation from seller. not going to ask for an exchange because it will be a hassle but would have given in five stars because the quality is not bad for the price if not for the colour mixup.",N
4235,4149345,15736397,2," Very poor service by seller, fake product but still usable.. pls note USB cable not included as it is not stated.  Poor overall service",B
4236,4937640,316795826,5,Items come with good condition. But I need time to practice for this item. ,G
4238,4937640,238311553,0,"It's literally smells, look and feels like acrylic paint",N
4243,4149345,15250953,5,Item as shown in picture. ,G
4244,4937640,369621643,5,Items come with good condition. ,G
4246,4149345,15247475,0,@allinone365.sg $5.40 for this set?,N
4248,4149345,85835612,5, Excellent Delivery Speed,G
4251,4149345,16443152,5,Responsible seller...faulty toy car....refund immediately! Thank you ,G
4252,4149345,60229319,1,"M size is too small. very disappointed that the size is too small even you weigh 45kg! Also, the quality is really bad. 100% disappointed & will not intro to my friends. sad truth.",B
4255,4149345,17707898,5,Repeated purchase ! Value for $,G
4257,4149345,15251041,5,Brush bristles are soft n picks up colours well. ,G
4258,4149345,56342493,5,ITEM IS A VERY GOOD QUALITY & I LOVE IT SO MUCH. THANK YOU FOR PROVIDING SUCH A VERY GREAT SERVICE & FAST TOO! HIGHLY RECOMMENDED ITEM! ,G
4259,4149345,26966512,3,"Fan came in a box but box was squeezed into the same delivery package as the rest of the items therefore box dented out of shape. Luckily did not result in the foam blades being bent. 
Have yet to try. ",G
4262,4149345,13426225,3,overall is ok. But color is not shine as pic. ,G
4264,4937640,17705439,1,"received wrong shade. communicate with seller so many times no response.
seller said i ordered wrong shade. when i  justify my point seller has no reply my msgs at all. asked for refund also no response and i got help from shoppe.finally shopee refund me after a week. will not buy again .",B
4266,4149345,42462759,5, Excellent Value,G
4271,4149345,16742813,0,Does this have a keychain?,N
4273,4149345,15720360,1,"Rusty,low quality and out of shape. ",B
4274,4149345,42463218,5,Item received have yet to try. ,G
4275,4149345,29995016,2,Delivery takes so long!! ,B
4276,4937640,100429382,5,Very nice!!,G
4278,4937640,106020338,5, Excellent product  quality Excellent product  quality Excellent packaging Excellent seller service quality,G
4279,4149345,14481479,5,"Same as picture,fast delivery,great seller to deal with ",G
4281,4937640,100428149,1,Changes colour yes but becomes transparent,B
4282,4937640,112156160,1, Very poor product quality,B
4283,4149345,13432588,0,"Hahaha, so cute !",N
4284,4937640,16812173,5,Receive it perfectly fine ,G
4285,4149345,16743208,5,Nice product!,G
4286,4149345,13433484,5, Excellent service by seller. Only the box so dented ,G
4288,4937640,24088111,0,"Hi , still available ?",N
4289,4149345,15736397,5,"Same as picture,fast delivery,great seller to deal with ",G
4291,4937640,282750352,1, Very poor product quality. Lithium battery provided does not work,B
4294,4149345,15736492,5,Works great on my ps4 and my Chromecast ,G
4298,4937640,17702243,4,A little bit of starches  but other than that is perfectly fine and nice ! ,G
4304,4149345,237464076,5, Excellent service by seller,G
4306,4937640,120005596,5,Delivered as on estimated date. Brushes seems soft have yet to try but there was a strong glue smell once open. Hope the smell will be gone as I let it air. For the price it is a good buy as they look pretty and there's is many variations. Thanks! ,G
4312,4149345,16751702,0,Hi SGD0.30 for 20pcs ?,N
4315,4937640,95772870,5, Excellent service by seller,G
4316,4149345,14480391,5,Product arrived broken but seller kindly provided refund ,G
4317,4937640,18980063,5,Great seller !!!,G
4318,4149345,15735357,1,Item not delivered to me.,B
4321,4937640,22563846,5, Excellent service by seller,G
4323,4149345,13433292,5,"Good and cheap product quality, all well received ",G
4327,4937640,16812173,0,I wanna buy but can I pay in philippine peso?,N
4328,4149345,13430822,5,Thx seller,G
4329,4149345,17709350,4,Received with the fan blade drop out fixed back is working fine now overall still value for money.,N
4330,4149345,320841390,5,Received in good condition ,G
4331,4149345,13433787,5,"Good and cheap product quality, all well received ",G
4332,4149345,13427298,5,Prompt delivery n gd buy.. hvnt try it tho..need to buy universal plug..,G
4336,4149345,14477798,5,"Good and cheap product quality, all well received ",G
4340,4937640,24095270,5, Excellent service by seller Excellent service by seller,G
4343,4937640,18979710,5,Reply fast. Thanks... ,G
4344,4149345,18260150,4,"Cable is shorter than original by about 100cm, overall is working.",N
4346,4149345,15247463,5,"Good and cheap product quality, all well received ",G
4347,4149345,17709350,5, Excellent service by seller,G
4348,4149345,66180126,0,"Shaver is GOLD in Color NOT blue as shown in picture. Gold and blue is drastically different. Other than the Color, the pdt is fine. But the main reason I bought it, bcoz I tot it's blue. ....",N
4350,4937640,43305088,3, Delivery time as expected,G
4352,4149345,15250953,5,"Good and cheap product quality, all well received ",G
4356,4149345,13432519,5,"volume is good, item received in good condition. will purchase again soon",G
4359,4149345,15719000,5,"Good and cheap product quality, all well received ",G
4360,4937640,104772111,1,The Colour is not white is yellow . Look like old mesin  Very poor product quality . Can't dry . Useless even take 3min lighting ,B
4364,4937640,206978801,5, Good value for money,G
4367,4149345,15736347,3,Hard to put perfume into bottle ,G
4369,4149345,15735536,5,"Good and cheap product quality, all well received ",G
4372,4149345,16430420,5,"Good and cheap product quality, all well received ",G
4373,4937640,51425831,3,Had some defect on one of the blender. But will still re purchase ,G
4375,4937640,320426282,2,1pc damage,B
4381,4937640,24088111,0,"Hello, how does the red rose look like?",N
4382,4937640,16809882,5,Awesome!!,G
4389,4149345,16742475,5,Bigger than I though,G
4390,4937640,18983118,5,Affordable! Will purchased frm u again!,G
4394,4937640,123721742,2, Poor product quality Poor delivery speed Poor overall service,B
4395,4149345,16431739,5,"Good and cheap product quality, all well received ",G
4396,4937640,95772845,1, Very poor product quality,B
4399,4149345,47585084,5,It was a Long wait but I hope it's worth it❤️,G
4400,4149345,13424980,5, Excellent service by seller,G
4403,4149345,17708822,3,I can't install this because my hand gear cannot be shift to Park gear,G
4405,4149345,26966851,5,"Good and cheap product quality, all well received ",G
4408,4937640,35279781,5,Affordable but the cutter not straight enough..,G
4419,4149345,34393271,5,"Good and cheap product quality, all well received ",G
4422,4149345,46575142,5,Bigger than I thought and is too thin the vase,G
4426,4149345,39576044,5,"Good and cheap product quality, all well received ",G
4433,4149345,14479774,5,Delivery was fast and product was well wrapped.,G
4437,4149345,46575254,1,Very Poor finishing of goods,B
4440,4937640,17704457,5,Worth of buying.....,G
4441,4149345,29994986,2,So difficult to fix (esp for a girl),B
4443,4937640,85958223,2,It came like this  Poor product quality,B
4444,4937640,17704457,5,Ordered the white colour (#2) but delivered the silver colour (#1) out to me.. Nevertheless it's cheap. Thanks! ,N
4447,4149345,48219737,5,"Good and cheap product quality, all well received ",G
4449,4149345,29995152,5,All the lights received are in good condition and good quality and fast delivery too ,G
4451,4937640,22563832,5,Product came separately but glad it still arrived. Seller clarified this as well ,N
4455,4149345,16742813,5,"Product received in good condition and as per described. Good quality, will definitely buy again!",G
4456,4149345,14479082,5,Cheap and good quality! Screw other overpriced Bluetooth tags!,G
4462,4149345,24119231,5,Cheap and good quality. ,G
4463,4149345,103432559,5,"Good and cheap product quality, all well received ",G
4464,4149345,19335053,4,"So bright..careful not to shine directly to eyes. Blinded vision for a few secs. Gd for night fishing, camping n walking along dark alley.",N
4465,4149345,13432519,5,Super good buy! Recommended :),G
4469,4149345,16432252,5,Good,G
4474,4149345,42089916,1,The mist is very thin and little. You cant actually smell your essential oil.,B
4475,4937640,16812173,0,"Can any of the buyer already bought this item tell me how does skin look like after applying the 3 colour, light blue, pink and light pink.",N
4477,4149345,46509037,2,Definitely less than 12000mah. Maybe 5000mah only ,B
4480,4937640,22563830,5,"Delivery on time, brushes of good quality wrapped up nicely!",G
4481,4149345,197756954,5,"Good and cheap product quality, all well received ",G
4488,4937640,96833100,5, Excellent Value Excellent Item Quality Excellent Delivery Speed Excellent Overall Service,G
4490,4937640,18945556,5,The product is excellent. The delivery little bit slow And the seller is kind 😀,G
4492,4937640,40486878,5,"Had to use a universal adaptor for the plug but besides that, the machine works well. The machine heats up and once it reaches the desired temperature, the light will turn off and when the wax becomes cooler it'll turn back on again to heat it up.",G
4493,4149345,15719044,5,Delivery was ok but the price os very reasonable,G
4495,4149345,16431852,0,Hi till when will the sale be?,N
4496,4149345,13431647,1,Unable to slot in the microsim. Had to make it smaller first in order to slot in to cut to nano sim. Tried with 2 sim and both the same. Not recommended.,B
4498,4937640,16809208,4, Good service by seller ,G
4507,4937640,24088111,5,Received fast and works well! ,G
4511,4937640,24095270,5,The colours are really nice. ,G
4512,4149345,404269238,5,"did not receive product so unable to rate the effect/usage of the product, but seller service was good, informed that it was sent back to her, and refunded 👍🏻",N
4517,4937640,24088081,4, Good service by seller,G
4519,4149345,206468340,5, Excellent service by seller,G
4521,4937640,49018950,4,Bigger comb than expected,G
4524,4937640,17703971,2,"have not tried it yet, its my first time buying yet not all the colors are not the same as the one in the photo. but its cheap so whatever Poor product quality",B
4525,4937640,315597886,3,Look big in the pic but when it come it so small cute in the way ,G
4526,4937640,40486732,1, Very poor product quality,B
4528,4937640,40486746,3,"Tape quality not very good, however, value for money.",G
4529,4937640,40486852,4, Good service by seller,G
4535,4937640,112156358,3,Received in good condition! Will have to thank seller for that but Not really a good quality product! Can't expect much for the price paid. ,G
4536,4937640,24095331,5,"Very small, but still usable. ",G
4537,4937640,96833096,4, Good value for money,G
4541,4937640,104304937,5,Love it! Quite surprised with the pigmentation considering it's not the real palette. I used a contact lens case for measure. ,G
4543,4149345,14480935,5,Adapter works! :),G
4547,4149345,46508845,5,Designs as per pictures. Good value for money.,G
4550,4149345,95360703,5,"Shouldn't have chose white, looks like a ghost cat 😂",B
4551,4149345,54623609,5,Didn't expect it to be mini but still cute and of good quality ^^,G
4553,4937640,46206492,1, Very poor delivery speed,B
4554,4937640,112156353,4,Overall product quality not bad :) ,N
4556,4149345,14477372,4,quality of product is good considering that it's very affordable !! ,G
4558,4149345,14485703,5,Value for money.,G
4559,4937640,46524199,4,"Waited awhile for the delivery,but overall item is ok",N
4560,4937640,18985972,5,"
",N
4561,4937640,26495581,5,"Very small, but still usable. ",N
4562,4937640,18984937,5,"Efficient and excellent service. Item was well packed, received in good condition, and very good product quality. ",G
4564,4149345,13427249,5,Bright and vibrant! Gonna definitely get more! ,G
4565,4149345,15247463,5,Thx seller,G
4566,4937640,75436887,4, Delivery time as expected,N
4567,4149345,16430948,5,Small ABC puzzle. Good quality,G
4568,4149345,111879685,5,"Item look ok, but very hard to use 
Delivery vr slow ",G
4569,4149345,14481902,2,"Super bad, has a bad smell and not useful. Not soft and doesn't expand when damped. After all I believe it's still usable and the price point is really worth the money. But I wouldn't recommend purchasing this ",B
4571,4149345,24119077,5,Vaule for money.,G
4573,4937640,36621555,5,Great seller n vy gd sev. Tqvm ,G
4576,4149345,17709916,3,Bladeless but Very noisy,G
4577,4149345,16432116,1,Kinda spoilt quite easily. :(,B
4578,4937640,24088196,5,"Efficient and excellent service. Item was well packed, received in good condition, and very good product quality. ",G
4579,4937640,94479454,1, Very poor product quality Very poor delivery speed,B
4580,4149345,43856825,4,"Connection quite loose, overall ok",N
4581,4149345,13432637,5,Super fast delivery!,G
4582,4937640,127979848,5,"Efficient and excellent service. Item was well packed, received in good condition, and very good product quality. ",G
4584,4149345,15735536,3," Product quality is ok, but will kind of rip off ur makeup product when dipping the brush in ",G
4588,4149345,15736397,0,"@hibriislam  hi, if get item with any problem, plase contact with us. we will deal with it",N
4591,4937640,26495797,0,Hi how do I contact you to purchase:)?,N
4592,4149345,17709090,5,Suction is really good and firm. ,G
4593,4149345,14486824,4,item received,N
4595,4937640,103150332,1, Very poor delivery speed,B
4596,4149345,19342142,5,Nice and bright! ,G
4598,4149345,14485969,5,Item received in good condition! Efficient Seller! & Highly recommended! Hope to deal with you again soon. Thank you. 😄,G
4600,4937640,22564146,5,Received in good condition. Thank you :),G
4604,4937640,35279637,4, Excellent service by seller Excellent service by seller,G
4605,4149345,29994960,4,Works just as mentioned,N
4606,4937640,26495782,3, Product quality is ok Delivery time as expected,G
4607,4937640,236988144,1, Very poor delivery speed,B
4608,4149345,49790560,2, Poor product quality,B
4611,4937640,119025745,3, Product quality is ok,G
4612,4149345,15719490,5,Not bad at all for this price ! Comes with free battery Abd instructions !! Will edit if it doesn't work !! But if u still see this means it bloody good !,N
4613,4149345,49804475,3, Product quality is ok Service by seller is ok,G
4617,4937640,18983260,5,Item recd properly packed. Pleasant Seller,G
4621,4149345,29999573,5,The ring is damn loud but awesome in my noisy room! ,N
4624,4937640,106658792,4, Excellent service by seller,G
4627,4149345,51268945,1,The tempered glass is broken.,B
4628,4149345,49804475,3,Recieved the shoes all flat and have some line on it.Should pack properly to prevent this next time. Product quality is ok,G
4630,4149345,15737271,0,@zerotwozerothree was it good,N
4632,4937640,17702243,5, Excellent Value,G
4633,4149345,42462764,1,Quality isn't as expected. ,B
4637,4937640,16812086,5,Received product in good condition except for 1 box which is torn . ,G
4639,4937640,36621555,4," Excellent service by seller, brushes are smooth to the touch and face . some of the brushes are uneven but it's ok . for the price I'm paying ",G
4640,4149345,56342266,5,SOLID,N
4646,4937640,18982883,5,"seller was very kind and prompt to help even tho product had issues!! thank you so much, will buy from this seller again😊",G
4650,4149345,49790649,4,"Zipper is a little faulty but overall decent quality for the price. Padding is sufficient, color is true to picture & size chart is accurate, will repurchase.  ",G
4652,4149345,16429060,0,Beautiful love it so much,N
4653,4937640,104771942,0,"Bought this product since april, I have not received my item until now may. Give me track number and contact number but whenni call its wrong number.very pissed off with this! Giving me a bad experience as a first timer buyer online",N
4655,4937640,16803914,5, Excellent service by seller,G
4659,4149345,80679572,4, Good product ,G
4663,4149345,46508803,0,Does the fan have a cutoff timer? I use it and it will switch itself off after some time. WHY?,N
4665,4149345,35942070,0,"Hi it's my first time in shoppee, not really sure how it works but i'm interested in getting this. Where to make payment?",N
4678,4149345,15736347,5,Ordered on 6/6 and received on 17/6....loved the colour.... ,G
4679,4149345,46508803,5,The wind from the blue fan is stronger than the pink one. The item came well packaged with a battery and wire. Delivery took quite awhile but the estimated delivery date was very accurate. ,G
4680,4937640,16812206,5,Highly recommend 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,G
4681,4149345,13427298,0,Can delivery any where??,N
4688,4149345,46508803,2, Product quality is ok,B
4689,4149345,237464764,4,"Size smaller then I expect 
It workin . ",G
4695,4937640,17703287,4,"Received the order within 2 weeks, fast delivery. 

The eye shadow palette has many colors, however the color pay off is not as good. But for a beginner who is looking to try out eye makeup at an affordable price. This palette is pretty good. ",G
4700,4149345,46508931,5,Nice item. ,G
4701,4937640,104772116,5,Excellent packaging Excellent seller service quality,G
4702,4149345,13431842,5,"i havent receive my order until now.
",N
4705,4937640,155675738,0,"If i order today, when will be the estimated delivered date? Thanks",N
4707,4937640,46523851,5,Am impressed with the price,G
4710,4937640,18985414,3,"The mascara brush is a tad too big for my small lashes, but the formula doesn't burn. For the price, I would not complain ",G
4712,4937640,18985848,5,"Haven't tried this out yet, but the lashes are really dainty and the bone of the lashes are very flexible. ",G
4713,4937640,51424413,2, Poor delivery speed,B
4714,4149345,13433352,5,Item received in good condition. Waiting time was reasonable. Thank you!,G
4716,4937640,317670734,5,Excellent packaging Excellent seller service quality,G
4717,4937640,24095270,2,Disappointment. Valve at the bottom keep leaking.,B
4723,4149345,42462759,5,i havent receive myorder until now.,B
4724,4149345,13433823,0,Hi i will comment here mybe here u will answer me,N
4727,4149345,14485272,5,Item received in good condition. Waiting time was reasonable. Thank you!,G
4728,4937640,18983802,3, Delivery time as expected,G
4731,4937640,17704694,5,Dries fast I like,G
4733,4937640,24095270,2,"Initial products sent had manufacturer defects and was leaking. Seller had them replaced.  However, the replacements had the same problem and I realize the product is not usable as the valve at the bottom leaks constantly. Waste of perfume.",B
4735,4149345,29999632,2,"Have to measure properly, before purchase...",B
4736,4937640,24095270,5,The hole is very convenient to extract the perfume out from bottle :),G
4737,4149345,13432637,5,Quite nice! ,G
4738,4149345,15719490,5, Good value for money Good value for money,G
4739,4937640,17704724,1,"NOOOO ITS BROKEN :,( BOTHHHH... why.... the lipstick sways left to right when i tilt it.... ",B
4740,4149345,15720360,5,Item received in good condition. Waiting time was reasonable. Thank you!,G
4741,4149345,17709916,1,fucking scammer. gave her 1 month to try and resolve nicely but she's unresponsive as fuck and fucking gave me 3 fake numbers to call just to try to shirk her responsibility away. item not received and doesnt want to refund me too. BUY AT UR OWN RISK :D,B
4742,4149345,15247462,2," Poor product quality
Scratches and not even the same shape as displayed. Got a circular instead of hexagon shaped.",B
4744,4937640,40486736,5,Haven't opened it to try it yet. ,N
4745,4149345,15735788,5, Good value for money,G
4748,4149345,29999629,5,Item received in good condition. Waiting time was reasonable. Thank you!,G
4750,4937640,18984937,5,Not my first time ordering from this seller. Items are good despite the low price! Seller even packaged the product well to prevent any damages during mailing! Will definitely purchase again when I run out of it. ,G
4752,4149345,57906487,5, Excellent Item Quality,G
4755,4937640,35279645,2, Poor product quality,B
4758,4937640,18985848,1, Very poor product quality,B
4760,4937640,112155851,0,What color is available,N
4761,4149345,49790549,5,Item received in good condition. Waiting time was reasonable. Thank you!,G
4762,4149345,13423994,5,Seller was kind enough to reship because the watch hands were not moving. Highly recommended!,G
4765,4149345,39575816,5, Good value for money,G
4766,4149345,57906487,5, Excellent Value Excellent Value,G
4769,4149345,13432519,5, Excellent service by seller. Havent tried yet but delivery timing is super efficient,G
4772,4937640,19379090,3, Product quality is ok Delivery time as expected,G
4774,4937640,40486736,1, Very poor product quality,B
4776,4149345,16430598,3, Product quality is ok,G
4780,4149345,14477372,5,Soft brush works well for my make up application.,G
4781,4937640,18985906,1,Doesn't work,B
4782,4937640,18982986,5,Useful with light,G
