shopid,itemid,rating_star,cmt
4149345,14482633,5,Good! Recommend to buy
4149345,42463111,5, Good product quality Fast delivery Excellent service by seller
4937640,265637027,4,Good product quality
4149345,159766478,5, Fast delivery
4149345,16429922,5,Received in good condition in12 days!  Good product quality. Tested..it work... Thanks seller
4937640,103150093,5, Good product quality Fast delivery Excellent service by seller
4149345,15719776,3,Length need bit longer
4149345,51485271,5, Good product quality
4937640,119025745,5, Excellent service by seller
4937640,51424894,4,The Box was damaged but overall ok
4149345,159766478,5, Fast delivery
4149345,86889801,1,None of the 7 ports are working. I want a replacement else just refund it. Waste of money. 
4937640,21273185,3,the bag containing the belt was old and dirty but the belt itself is new so i'm over that. 
4937640,51424413,5, Good product quality Fast delivery
4937640,104772555,5, Good product quality Excellent service by seller Excellent service by seller
4937640,100429362,5, Fast delivery
4149345,16441729,5, Good product quality
4149345,16442535,4,Very small 
4149345,26966804,5,Value for $!!!
4937640,24095270,1,Item nvr received. Cheater 
4937640,282750352,4, Fast delivery Good product quality
4149345,54768146,4,Jus received today. Have not yet try. Hope it works.  Good service by seller
4149345,16431852,5, Good product quality Fast delivery Excellent service by seller
4149345,159766478,5, Fast delivery
4149345,66180104,5,Working and good value
4937640,155675738,5, Good product quality
4149345,55877171,0,Goods are from overseas?  Do you have stock now?  Or need to order?
4937640,24095270,1,Item nvr received. Cheater 
4149345,16741636,4,Too flexible 
4149345,54767740,4," Fast delivery Good service by seller ,the colour is darker in real life but its okay "
4149345,42089916,1, Very poor product quality
4149345,16432724,3, Product quality is ok
4149345,49790653,5," Fast delivery. Material is soft. For $1 a pair ,it is cheap."
4149345,16428321,5, Fast delivery
4149345,29995210,0,"hi, how come the description isn't about the giant cupcake mould? what are u selling?"
4149345,71921841,0,How much?
4149345,26966776,5,Nice
4149345,49780024,5, Good product quality Fast delivery
4149345,106451904,5, Good product quality Fast delivery Excellent service by seller
4149345,365504331,5,Good product quality  Fast delivery Excellent service by seller
4149345,57202036,1,Product never came. 
4937640,24088131,3,"I ordered four item, but only comes three, contact seller and they say they had send my luggage bag separately however two weeks past I still have not receive.. So sad... 
"
4149345,14482801,5,Item received in good condition. Bubble wrapped. Very easy to use! 👍
4937640,188231931,5, Good product quality Fast delivery
4149345,17707898,5, Good product quality Excellent service by seller
4149345,54767649,0,colleck at whr?
4937640,18981088,5, Good product quality
4149345,17708476,4, Good product quality
4149345,49780118,5, Excellent service by seller
4149345,13430983,5, Good product quality Fast delivery
4149345,34392895,5,Yet to try. 
4937640,40486692,4, Good product quality
4149345,94775346,5, Good product quality Excellent service by seller
4937640,21273235,3,Box was in this condition when wrapper was opened...
4937640,120005596,5, Good product quality
4937640,265637027,5, Fast delivery
4937640,226207333,5, Good product quality
4937640,46523851,4, Good product quality
4149345,54752109,5,Yet to try. 
4149345,13427298,2,Took more than 2 weeks to receive. Non standard plug and item too hot and kept causing hair to break and dropped. Hair cannot be straightened too... 
4149345,16431852,4,Box was smashed quite badly. 
4149345,60226160,5,Yet to try. But doesn't looks new at all. 
4149345,15719490,5," Fast delivery with free register mail, surprisely it also came with the battery !"
4937640,35279637,5, Good product quality
4149345,14486670,4,"Very soft although some bristles may come out, good buy!"
4937640,155675738,3,"Ordered three item but only comes three. 
This luggage bag did not reach me..  Had contacted seller,  and they say will deliver separately however two weeks past I still have not receive. And no reply from seller after that. "
4149345,322289028,5, Good product quality Good product quality
4149345,29999498,5, Excellent service by seller. Best seller 👍
4937640,54968135,3, Product quality is ok 
4937640,18985848,5, Excellent service by seller
4937640,18985972,5, Excellent service by seller
4149345,58349039,4,"Does really fit perfectly. Got tiny holes here and there but none the less, for that price, really worth it. Thank you!!!! "
4937640,97193732,5, Good product quality
4149345,13430983,5, Good value for money
4937640,18984937,5, Good product quality
4149345,13422342,0,"@urusindirilhosendirisendiri Sorry ,I'm ship from China .Only accept payment made on shopee."
4149345,14477372,5, Good product quality. Brushes are soft 
4149345,14479774,5,VERY GOOD!!!
4937640,100428149,5,Works well. Hope to have more colors available. Will purchase more again
4149345,13433994,5,"Have yet to test it out though but, seems to be good. "
4149345,42462857,5, Excellent service by seller Fast delivery Good product quality
4937640,22563846,5, Good product quality Excellent service by seller
4149345,26966804,5,Cheap n practical 
4937640,26495034,4,the shine is too much its hurting my eye 🙈
4149345,14479774,5, Good product quality. Can fit all my lipstick & lipgloss
4937640,317670734,0,How do you use this?
4937640,24088111,1,Never receive the product. Seller is terribly irresponsible and a liar who always telling me will receive soon but end up never. Seller is terrible. He/she shouldn't receive any star! Poor service and disappointing.
4149345,71921841,5, Fast delivery
4149345,60615728,0,"@galerimartha dear , sorry , we only have black "
4937640,24088151,4,Arrived a little late but with good packaging (lots of foam for protection against bumps!)
4937640,54968135,5, Excellent service by seller
4149345,14486670,5, Good product quality. Brushes are soft 
4149345,14481902,3,Long delivery
4937640,318191361,5, Good product quality Fast delivery Excellent service by seller
4937640,98732168,1,Never receive the product. Seller is terribly irresponsible and a liar who always telling me will receive soon but end up never. Seller is terrible. He/she shouldn't receive any star! Poor service and disappointing.
4149345,42089841,5, Good product quality
4937640,46524199,5, Fast delivery
4937640,104771942,5, Good product quality
4937640,134875805,3,"Brissels are soft however, they aren't dense enough to apply ANY foundation with it.  Product quality is ok & the Brissels aren't as pretty as the pic shown"
4149345,15247472,4, Good product quality. Brushes are soft except the part where a few of them are a little defect & the plastic is dirty ): 
4149345,17707898,5,Cute!
4937640,19379090,5,cheap and good!
4149345,14479774,5,Items came well packaged with styrofoam wrap. Thank you 
4937640,127478636,5, Good product quality
4937640,21273305,5," Good product quality
Product well packed "
4937640,16812173,5, Good product quality
4937640,24095270,1,Still waiting to receive this
4937640,16803914,5,item received! thanx beb!
4149345,15735925,4, Good service by seller.
4149345,26966797,0,Is this machine works properly? Pls reply.. its sews both sides of fabrics?
4149345,39575873,0,"Hi
I need the video tutorial how to use of this product."
4937640,104771410,5,"Delivery is abit slow , but overall item is in good condition ! (: "
4149345,15737299,5, Good product quality. 
4149345,238809715,5," Good product quality 
Fast delivery
 Excellent service by seller"
4149345,49780118,5,It works.
4149345,57202036,4, Product quality is decent. Although the item was not wrapped in any packaging or bubble wrap when received. It was just folded in half like a ball and into a plastic bag for delivery. 
4937640,18985499,5, Fast delivery!!!  Excellent service by seller! 
4149345,16426604,5, Good product quality. Hope it works and whitens my teeth 
4937640,36621555,5,Great seller provide gd sev.tqvm
4149345,60226150,5, Good product quality
4937640,24095270,5, Good product quality
4149345,14486824,5, Excellent service by seller Fast delivery Good product quality
4149345,15249017,5, Good product quality. 
4149345,14483521,5,Tyx seller
4149345,104216328,1,Didn't receive this item :( 
4937640,155675738,5, Good product quality
4937640,110139884,5, Excellent Value
4937640,24095270,5, Good product quality
4149345,46575253,0,"@diditel dear , it only can seal plastic bag "
4149345,16432353,1,Not the same as shown in picture Very poor product quality
4149345,86741665,5,Ordered on 7th sept. Received on 18th sept. Delivery took quite some time. Items are working well. Worth it! 
4149345,186183493,5, Good product quality Excellent service by delivery!
4149345,60228570,5, Good product quality
4937640,24088186,3, Product quality is ok
4937640,112156353,1, Very poor product quality. theres even the sticky sticky pate on the bag 
4149345,17709916,1,"Noisy , weak fan ,and 4xAAA does not fit .This fan is virtually useless."
4149345,86741665,5, Good product quality
4149345,26966804,3, Product quality is ok
4149345,71921841,5, Fast delivery
4149345,46508803,3, Product quality is ok
4937640,18982883,5, Fast delivery
4149345,16432483,5, Good product quality Excellent service by seller
4937640,46524204,5, Good product quality
4149345,85360226,5,Not bad. Cable abit short to reach the back though
4937640,273164985,4,"Material seems cheap, but design and shape is true to photos"
4937640,18983179,5, Good product quality
4937640,17704793,5, Fast delivery
4149345,14479774,5, Fast delivery Good product quality
4937640,206978872,5, Fast delivery
4937640,115574611,5, Good product quality Good product quality
4937640,18983592,5, Good product quality
4937640,40486732,5, Good product quality
4149345,81547050,3, Product quality is ok
4149345,29995010,0,Why no tray?
4937640,43305084,5, Fast delivery
4937640,171319643,5, Good product quality
4937640,18983592,5, Good product quality
4937640,314835444,5, Fast delivery
4149345,103432766,0,"@byxnx dear, plz delete the message , or other customer will misunderstand , we will appreciate it "
4149345,54767649,5,Qaulity is good service is good. Thanks seller
4149345,116570569,5, Excellent service by seller
4937640,17701309,5,Item Received...thanx!
4149345,15719279,5, Good product quality
4937640,119025745,5, Fast delivery
4149345,16441228,3,This box needs Power Supply to get it work! 
4149345,95360707,0,hi is the ball same size as in the picture 
4149345,14479774,1,Never arrived
4937640,24088202,4, Good product quality. But next time do give customer different colours. Thank! 
4937640,17705042,5, Good product quality Fast delivery
4937640,18983652,5, Good product quality
4937640,115175107,5, Good product quality  Fast delivery
4149345,18259179,5, Fast delivery
4149345,15247463,1,Never arrived
4937640,282750352,1, Very poor product quality. The blade even came off!
4149345,16430420,5, Fast delivery
4937640,26495747,5, Good product quality
4149345,237463959,3, Product quality is ok but beware no battery provided... 
4937640,18984937,5, Excellent service by seller
4937640,24088186,5, Good product quality Fast delivery Excellent service by seller
4149345,16432353,5, Fast delivery
4937640,115574611,5, Good product quality
4149345,237463508,4, Good product quality Fast delivery Good service by seller
4149345,42089916,5," Excellent service by seller Fast delivery Good product quality
Light very relax. I had order another 8 more from seller. My colleagues all like this now. "
4937640,19376409,5,Thx seller
4149345,13426987,1,Very greasy and it's not even pigmented. Don't bother.
4149345,15250953,1,Never arrived
4937640,24088111,5, Fast delivery. Second time purchasing. 
4149345,13430983,5, Good product quality for the price.
4937640,18986068,5, Good product quality
4937640,43302571,5, Fast delivery
4149345,15719279,5,赞！
4149345,57201880,5,Its works but couldnt stable.
4937640,96833054,5, Good product quality & true to pic.. Worth the money spent! Delivery was fast too!
4937640,18984693,5, Excellent Item Quality Excellent Value Excellent Overall Service
4937640,22564156,5, Excellent service by seller Excellent service by seller
4149345,17708349,5, Fast delivery Good product quality
4937640,16803914,5,Ty seller fast delivery and all cheap :) 
4149345,66180031,1,Never arrived
4937640,17703902,3,Didn't receive this item due to the inspection delay but seller was nice throughout and refunded me.
4937640,85958223,5, Fast delivery
4149345,16749381,5, Fast delivery Good product quality Excellent service by seller
4937640,35923911,5, 
4937640,19346757,5, Excellent Value
4149345,13433787,2,"Could not even put my makeup foundation, its a size of a lipstick to put. "
4149345,24119086,4, Fast delivery Good service by seller
4149345,16749381,5, Good product quality Good product quality Fast delivery Excellent service by seller
4937640,18983888,4,"Not waterproof but quality still okay, fine tip."
4937640,17704793,5, Good product quality. Things are really cheap :>> but delivery quit slow
4937640,18984937,5, Good product quality and value for money ! 
4149345,34399378,5, Good product quality
4937640,96340676,5, Fast delivery
4149345,14482801,5, Good product quality Fast delivery Good product quality Excellent service by seller
4937640,51425887,5, Good product quality Fast delivery Excellent service by seller
4149345,16429253,5, Fast delivery Good product quality
4149345,26966394,5,Thx
4937640,35279670,5,"I like this product, very pigmented and useful for contouring and highlighting. (Brush is my own)"
4937640,225378003,5, Fast delivery
4937640,104771942,5, Fast delivery
4937640,100430461,5, Good product quality Fast delivery Excellent service by seller
4149345,16742186,5," Good product quality,  Fast delivery  and items were well packed.  Excellent service by seller. Highly recommended"
4937640,104771480,5, Good product quality Fast delivery Excellent service by seller
4149345,71921841,5, Fast delivery Fast delivery
4149345,13433352,5,Received the goods in perfect condition 
4149345,34392856,4,It's what I have been looking for...size rite...unlike d one i bought v recently(too huge!) But only no choice in colors! N D purple is not even d same as D picture in D listing!
4149345,112929953,5, Good product quality
4149345,14482801,5, Fast delivery Good product quality  Excellent service by seller
4937640,44467423,5, Fast delivery
4149345,14485969,5, Excellent service by seller Fast delivery Good product quality
4149345,71921841,5, Good product quality Good product quality Fast delivery Excellent service by seller
4937640,35923944,5,Hi I m missing this item?
4937640,127979848,5, Good product quality
4937640,104304937,5, Fast delivery
4937640,103151593,3,The item vry small
4149345,13432519,1,"Very poor product quality
Unbelievable charged for 6hrs still can't ON it
First time got a faulty item"
4937640,282750352,5, Good product quality，just the sticker label is not align... but value for $$$
4149345,320486094,5, Good product quality
4937640,18980338,5, Fast delivery Good product quality Good product quality
4937640,115574611,5, Fast delivery
4937640,127478640,3,Ordered 2 but 1 came broken
4937640,265637027,5,Good product quality and Fast delivery
4937640,18985343,5,seller is patient and answers to enquiries fast! items are received in great quality too :) will definitely patronise again! thanks again :)
4937640,18980338,5, Good product quality Good product quality Fast delivery
4149345,16442758,2,Light is loose and falls off its holder easily when the bicycle it's attached to moves. 
4149345,86741665,0,"@asdqwer33 dear , Compatible with:Xbox 360,Xbox 360 Slim,PC with Win7 system.  it has not supported win10 , sorry "
4149345,13432519,5, Good product quality Fast delivery Excellent service by seller. Sound quality not bad.
4937640,95772870,5, Good product quality Fast delivery Excellent service by seller 
4937640,21273313,5,Great seller to deal with n great sev too. Tqvm
4149345,14479925,5," Good product quality Good value for money Fast delivery
Black color cracked but not seller's fault as items were wrapped very carefully"
4937640,26495113,2,Item came extremely small. The photo of the girl holding it is a misrepresentation. Unless you are looking for an extremely small eye shadow blender then this is fine. 
4937640,51424413,3,Wrong item was sent. No respond from seller. 
4149345,319400931,5, Good product quality
4149345,13431842,5,Item received in good working condition.  The quality seems to be better than the one i ordered from other store. 
4937640,269349667,5, Good product quality Fast delivery Excellent service by seller
4149345,14486874,4,"Very chep, good quality. Doh the delivery is slow but overall is all right."
4937640,19376409,5,Good for use with masks
4937640,122561716,0,macam mana nak order
4937640,22563853,5,Great seller to deal with n great sev too. Tqvm
4937640,127979848,5, Good product quality
4149345,14479774,5,Item received as described! Worth all your dollar! 
4149345,49780054,2, Product quality is a little bit not so good. The toothbrush hook like can last that long and the handbag quality is bad and crumple. 
4937640,51424894,5, Good product quality
4937640,18980941,5,Good 
4937640,18983730,1, Very poor product quality.. no ink
4149345,49780024,5, Excellent service by seller Good product quality
4937640,104771400,5, Good product quality
4149345,15247463,5,"Fast delivery! Item arrived earlier than expected.. yay! 😄👍
Value for money.. 😄"
4149345,14479082,5, Fast delivery
4937640,104772116,5, Fast delivery
4149345,46508797,0,Whats the diameter of the curler?
4937640,18981759,4, Good product quality Fast delivery
4937640,18985414,1, Very poor product quality.. no ink
4937640,17705773,0,May I know how to choose the color that I want? Or is it a package come with 12 colors for $2.54?
4937640,265637027,5, Good product quality Fast delivery Excellent service by seller
4937640,26495237,5,Thump up great seller. 
4937640,40486897,5,Prices are reasonable. The curl lasted for about 12-18 hours. But shipment took very long. I would give a 4 out of 5 stars...
4149345,104058896,5, Excellent service by seller
4937640,309004231,5, Good product quality
4149345,14484707,5, Good product quality 
4149345,51487216,5, Fast delivery Good product quality Excellent service by seller
4937640,26495738,5,A lot smaller than what you might expect. 
4149345,51485278,0,This is the second item not receive yet
4149345,13434893,5, Good product quality
4149345,29999547,5, Good product quality Fast delivery Excellent service by seller
4937640,16805196,5, Excellent Item Quality
4937640,104304937,5, Fast delivery
4149345,42089916,5, Fast delivery
4149345,13432637,5, Excellent Item Quality Excellent Value Excellent Delivery Speed
4149345,42089916,5, Good product quality and  Fast delivery
4149345,16431050,5, Good product quality
4149345,13426634,5, Excellent service by seller
4149345,13430983,3, Product quality is ok  Delivery time as expected
4149345,111820963,5, Good product quality Fast delivery Excellent service by seller
4149345,54767734,5, Good product quality Excellent service by seller Excellent service by seller Fast delivery
4149345,188622154,5, Good product quality
4149345,57201880,4,Item works fine but its not sturdy.
4937640,17702243,5,Delivery was fast but some of the eyeshadow cracked
4149345,86742074,3, Product quality is ok
4937640,224497406,5,Fast delivery and the product works. I am happy with my purchase :)
4937640,16809087,4, Good service by seller
4149345,14480391,5, Excellent service by seller
4149345,15247459,5, Fast delivery 
4937640,19379090,5, Good product quality and fast delivery!!
4937640,90548712,4,No colour pay off but cheap so can't expect much
4149345,14482801,5, Good product quality Good value for money Excellent service by seller
4937640,18986068,5, Fast delivery Good product quality
4149345,49780272,5, Fast delivery &  Good product quality! Thanks seller :)
4149345,340390867,5, Good product quality👍👍👍. Yellow color available?
4149345,15251430,5," Fast delivery Good product quality
Soft bristles"
4149345,55875983,5, Good product quality Fast delivery Excellent service by seller
4937640,24088151,3,Fast delivery! However doesnt stick well to my hair
4149345,49780272,5, Fast delivery &  Good product quality! Thanks seller :)
4149345,14482633,5, Excellent service by seller
4149345,16429253,5, Good product quality Good product quality Good value for money Fast delivery
4937640,18984937,5, Fast delivery & excellent service by seller :)
4149345,60228564,5, Good product quality
4937640,18985972,5, Good product quality Fast delivery
4937640,97193732,5,"#shopeehaul
Bought from this store many times already. Items always worth the price!!!! ♡♡♡ thank you seller!  Good product quality Fast delivery Excellent service by seller"
4149345,16430420,5, Excellent service by seller
4937640,169093988,5,Love it! Wish could purchase by LWE delivery next time instead of waiting a longer time but apart from that happy with product
4937640,96340676,5, Great product quality!!
4937640,26495710,0,Hai what is the country from
4149345,16432353,5, Excellent service by seller
4149345,14479020,5, Good product quality
4149345,16426604,5, Good product quality Fast delivery Fast delivery Excellent service by seller
4937640,18986068,5, Fast delivery
4937640,127979848,3, Product quality is ok Delivery time as expected
4149345,15250953,5, Good product quality
4937640,97193732,5,"#shopeehaul
Bought from this store many times already. Items always worth the price!!!! ♡♡♡ thank you seller!  Good product quality Fast delivery Excellent service by seller"
4937640,17704985,5,Item very good but sad that i cannot choose the colour. 😂
4937640,18984825,5, Good product quality Fast delivery Excellent service by seller
4149345,15736397,5,Nice seller to work with. Fast respond 🌟🌟🌟🌟🌟
4149345,17708415,5, Good product quality Excellent service by seller
4149345,71921841,5, Good product quality Fast delivery Excellent service by seller
4149345,86741643,5, Good product quality Fast delivery Excellent service by seller
4149345,14480565,5,Decent quality
4149345,70872994,5, Fast delivery
4149345,16742747,5, Fast delivery  Good product quality
4937640,127979848,5, Fast delivery
4937640,127979848,3, Poor product quality Poor delivery speed
4149345,320486074,3, Product quality is ok
4149345,17708544,1, Very poor product quality. The item broke
4937640,127478636,5,"Love love the straightener! Test it out and it straighten my bangs smoothly.. there's no on off button.. So you have to plug in and out when you want to use it.. Other than that, love it!  Good product quality.. Fast delivery..  Excellent service by seller! 😄👍"
4149345,14477495,0,Do you also sell the battery jack for this arduino microcontroller?
4937640,317670734,5,"#shopeehaul
Bought from this store many times already. Items always worth the price!!!! ♡♡♡ thank you seller!  Good product quality Fast delivery Excellent service by seller"
4149345,14481902,3,Mini size. Half the size of a finger.
4937640,35923753,5, Good product quality Fast delivery! Thanks seller.. 
4149345,237463864,5, Good product quality Good product quality
4149345,17709916,3,Can't really feel the wind 😔
4149345,15735536,5,Delivered to my door step .. Good condition I will try out and see the quality 
4937640,35923566,5, Excellent service by seller Fast delivery Good product quality
4937640,369621714,5,"#shopeehaul
Bought from this store many times already. Items always worth the price!!!! ♡♡♡ thank you seller!  Good product quality Fast delivery Excellent service by seller"
4149345,13433119,5, Fast delivery
4149345,13431702,5,Received w/ thanks! Love it! 😄❤
4937640,35279645,4,heats up really fast and works really well! only downside is that it's plug can't be used in Singapore unless you have a multiplug.
4937640,85958022,2," Poor product quality, adding on to that it is smaller than expected. Not worth buying. "
4149345,49790575,5, Good product quality Good product quality Fast delivery
4937640,104304937,5," Fast delivery, it was packed neatly and was good quality"
4937640,245701580,5,"The colour was true to its picture,  Fast delivery, packed neatly"
4149345,46508803,5, Good product quality Fast delivery
4149345,95360703,5, Excellent service by seller
4149345,16749243,2,Laser pointer wasn't visible in the sky. It couldn't be used for astronomy even though the product writeup wrote so. Disappointed as I had intended to use the pointer for pointing at constellations in the sky. 
4149345,122414837,5, Good product quality
4149345,16751428,5,👍👍👍👍👍
4937640,16812173,5, Good product quality
4937640,85958022,2," Poor product quality, adding on to that it is smaller than expected. Not worth buying. "
4937640,21273313,5," Excellent service by seller!
 Fast delivery!
 Good product quality!"
4937640,18985848,5, Good product quality Fast delivery Good product quality Excellent service by seller
4149345,318313931,5, Fast delivery Good product quality
4149345,14482633,5,Thank you 
4937640,85958022,2," Poor product quality, adding on to that it is smaller than expected. Not worth buying. "
4149345,86741665,5, Fast delivery Good product quality Excellent service by seller
4149345,15720455,5,I love dis product. D effect is superb
4937640,18985499,5, Good product quality Fast delivery!!
4937640,21273409,5," Good product quality ,  Fast delivery ! Delivered within a week of purchase , unexpected ! Came in good wrapping as well , thumbs up !  "
4937640,75436880,5, Fast delivery Good product quality
4149345,42089916,5, Good product quality Fast delivery
4149345,14486824,5, Excellent service by seller
4149345,13433352,5, Fast delivery
4937640,18985972,5, Good product quality Good product quality Fast delivery Excellent service by seller
4937640,104771942,5, Good product quality Fast delivery
4937640,148176614,5, Good product quality
4937640,24088111,3, Product quality is ok
4937640,24088131,5," Good product quality ,  Fast delivery ! Delivered within a week of purchase , unexpected ! Came in good wrapping as well , thumbs up !  "
4149345,30004477,5, Good product quality Good product quality Fast delivery
4937640,18986068,5, Good product quality Good product quality Fast delivery Excellent service by seller
4937640,103791223,3, Good Item Quality Good Value Good Delivery Speed
4149345,14484707,2, Poor delivery speed
4937640,35281325,5, Good product quality Fast delivery. Good seller 👌👌
4937640,40486732,5," Good product quality ,  Fast delivery ! Delivered within a week of purchase , unexpected ! Came in good wrapping as well , thumbs up !  "
4149345,60228401,5,Excellent service by seller.  Good product quality.
4937640,19347989,5, Good product quality Good product quality Fast delivery Excellent service by seller
4149345,16751961,2, Poor delivery speed
4937640,112156160,5, Good product quality Fast delivery
4937640,18984937,5, Fast delivery  Excellent service by seller
4149345,13432637,5,"Great seller, item is well received. Thank you "
4149345,60615728,5,Excellent service by seller.  Good product quality.
4937640,19379090,5, Good product quality Good product quality Fast delivery Excellent service by seller
4937640,120005596,4, Fast delivery
4937640,51424459,5, Good product quality Fast delivery Excellent service by seller
4937640,18984937,5, Fast delivery But 1 leaked. Thank you~~~
4937640,19347989,5, Good product quality Fast delivery Excellent service by seller
4937640,19346757,5, Good product quality
4149345,114872960,5,Item received in order.
4149345,16740043,5,Good product quality
4149345,26966797,4," Product quality is ok, Delivery time as expected"
4937640,26495147,5,Received in good condition and is well wrapped 
4937640,22563846,5, Good product quality Good product quality Fast delivery Excellent service by seller
4937640,24095270,0,"@xynette sorry for the trouble, it may be caused by the shipment, if there is any problem, please contact us online~"
4149345,46575185,5, Good product quality & excellent service by seller!!! 
4937640,19347989,3, Product quality is ok
4149345,71921841,5,Good quality. Better than i expected. 
4937640,319505836,4,"Because it was folded, the hat is out of shape idk how to make it to it original shape☹️"
4149345,112523359,5,Excellent service by seller.  Good product quality.
4149345,13431702,5,Abit shaky but still can use
4937640,36621555,5, Good product quality long time for waiting 
4937640,315597891,5, Good product quality Good value for money
4149345,238809448,5, Good product quality
4149345,19339868,5, Good product quality
4149345,35694646,4, Fast delivery Good service by seller
4937640,24095270,5, Good product quality Good product quality Fast delivery Excellent service by seller
4937640,24095270,5, Excellent Item Quality
4937640,18982883,4,Fast delivery
4937640,24095270,5, Good product quality Good product quality Fast delivery Excellent service by seller
4149345,46575093,5, Good product quality
4149345,114987132,5, Fast delivery Good product quality
4937640,35923923,5, Good product quality. Fast delivery. Excellent service by seller. Love all the items. 😍😘
4937640,24095270,4,"Good product quality and delivery time as expected. Overall, good service by seller."
4937640,24095270,5,LSeller is kind and helpful to enquire about the purchase when the goods didn't arrive early. 
4937640,85958223,5, Fast delivery! Good product quality
4937640,96340676,5,Good product quality. Fast delivery. Excellent service by seller. Love all the items. 😍😘
4149345,206469974,5, Good product quality Fast delivery Excellent service by seller
4149345,13432519,5, Fast delivery Excellent service by seller
4149345,104216315,3,Delivery is slow but fair enough for an overseas order. I'm not happy is that the product is different from what is shown in the product description. I chose this bag as it shows I can get my earphone wires out from the bag from the little hole on the surface. However my bag doesn't have the hole.
4937640,19379090,4,Fast delivery
4149345,21422274,5,Is good and nicely packed... 
4937640,17705773,5, Good product quality Excellent service by seller Fast delivery
4937640,24095270,5, Good product quality Good product quality Fast delivery Excellent service by seller
4937640,91084182,4,"Good product quality and delivery time as expected. Overall, good service by seller."
4937640,317670734,5, Fast delivery
4937640,22564347,5,Fast delivery
4937640,98141262,5,Good product quality. Fast delivery. Excellent service by seller. Love all the items. 😍😘
4149345,15736889,5,Great product!! 
4149345,16427399,1,Don't work with a less than 5 years old Mitsubishi at all. Tried on different ocassions n went through at least 3 cycles of auto n manual code input each time. Dont know if the remote is faulty or not compatible.
4937640,24095331,3, Product quality is ok
4937640,24095331,5, Good product quality Fast delivery Good product quality Excellent service by seller Excellent service by seller
4937640,18983260,5, Good product quality
4937640,194718064,5,Good service by seller & fast delivery as compared to my expectations. Will make purchase from seller again😊
4937640,18982883,5, Good product quality
4149345,15251430,1, Very poor delivery speed Very poor delivery speed Very poor delivery speed
4937640,35279652,3,Products seems to be of not high quality but what you pay is what you get
4149345,15251326,0,"@waithenggg dear , It normally takes 5-10 days to arrive your address , but sometimes maybe a little delay because of the problem of the weather , the Customs or your address , you can contact with me in chats when you have not received your order for a long time , we will glad to help you , thanks and have a nice day :)"
4149345,16427659,5, Good value for money. Basic frothing action.
4149345,66180217,5, Good product quality Fast delivery
4937640,95772330,5, Good product quality Good product quality Fast delivery Excellent service by seller
4937640,103148535,5,Good product quality. Fast delivery. Excellent service by seller. Love all the items. 😍😘
4937640,127478636,4, Good product quality Good service by seller Fast delivery
4937640,24088131,5,Fast delivery
4149345,29999597,1, Very poor service by seller Very poor product quality
4937640,104304937,5, Fast delivery
4937640,18985343,4,Nice
4937640,35279677,1,Too little volume 
4937640,40486729,5, Excellent service by seller Fast delivery Fast delivery Fast delivery
4937640,17704793,4," Great Value,  Great Overall Service"
4937640,35923923,5, Good product quality
4937640,104771942,5, Good product quality Good product quality Fast delivery Excellent service by seller Excellent service by seller
4937640,35923599,5,Fast delivery
4149345,42463218,5, Good product quality
4937640,148176614,5, Good product quality Fast delivery Good product quality Excellent service by seller
4149345,19333718,1,Got pink color of all colors
4937640,26495797,4,color pay off isn't that great when using a brush but service by seller is great. fast delivery! 
4149345,70872674,4, Fast delivery
4149345,13433823,0,I am just asking please the day u send my item is it together with this mini camera??bcoz today i recieve only one!!!and i paid the shipping fee of this camera.i didnt even use the free shipping!!!!!!
4937640,104771942,5, Good product quality
4149345,57906487,5, Excellent service by seller Good product quality
4937640,18984825,4," Great Value,  Great Overall Service"
4149345,60615734,5, Fast delivery
4937640,18986068,4,"Great Value,  Great Overall Service"
4937640,18984937,5, Good product quality
4149345,16426604,4, Fast delivery Good product quality
4937640,18982022,5,Pencil draws on easily and is v creamy. Comes with an incoporated sharpener on the cap. Like it. 
4937640,17705522,1,"The colour is super duper duper off from this. The application is horrible, it sticks on your lips and the worse part is it won't even come off(In a bad way) even using soap cannot rub it off? 
It is super hard to apply this decent enough to take a photo "
4149345,19341972,5,Good but very bulky
4937640,44467422,5,Fast delivery
4937640,18983179,3,Not bad! But I find it really suspicious that the colour does not come off even when I rub it 
4149345,15720294,5, Good product quality 
4937640,22564156,1,Havent received the product yet till now. Its been two weeks
4149345,17708822,5,👍🏾
4937640,19379090,4,"Great Value,  Great Overall Service"
4937640,18985848,5, Good product quality
4937640,19347989,5, Good product quality
4937640,46206507,3,Fast delivery
4149345,13433994,5, Good product quality Fast delivery Excellent service by seller
4937640,127478636,5, Good product quality
4937640,22564347,4, Great Item Quality
4937640,18983652,2,"Wow, the tip of this eyeliner is so so sharp that it hurts when I try to apply it!!!! And the staying power of this waterproof eyeliner is ridiculous. Wipe with water and it's gone? How Issit waterproof? "
4937640,26495075,5, Fast delivery
4149345,14482801,5, Good product quality
4937640,24095270,5, Excellent service by seller
4149345,13431842,5,Love the product. The audio is quite soft tho. But works for me.
4149345,42089916,3, Product quality is ok Delivery time as expected
4149345,47585041,3,Back of container chipped!! 
4149345,51485271,5, Good product quality
4937640,287057870,5,"Good product quality. Delivery a bit slow but most probably it is due to their 1 week holiday.

Item received as it is. Have already tried and its Supeeb good on my eyebrow. Will definitely order it again."
4149345,46575096,4,Highlighters are good although some are a little dried up but most in good condition 
